284, 199, 265, 200, 1.000000, 1.000000, 0.004425, 0.003472, 0.173185, 0.000000, 0.000000, -0.999657, 0.026177, 0.000000, 0.000000, -177.000000, 0.004150, 0.346223
284, 198, 265, 200, 0.990000, 1.000000, 0.004399, 0.003618, 0.180933, 0.000000, 0.000000, -0.999048, 0.043619, 0.000000, 0.000000, -175.000000, 0.004212, 1.653766
284, 198, 265, 200, 0.990000, 1.000000, 0.004399, 0.003618, 0.180933, 0.000000, 0.000000, -0.999048, 0.043619, 0.000000, 0.000000, -175.000000, 0.004212, 1.653766
284, 199, 265, 200, 1.000000, 1.000000, 0.004425, 0.003472, 0.173185, 0.000000, 0.000000, -0.999657, 0.026177, 0.000000, 0.000000, -177.000000, 0.004150, 0.346223
384, 58, 365, 57, 0.990000, 1.000000, 0.029898, -0.029733, 0.179268, 0.000000, 0.000000, -0.948324, 0.317305, 0.000000, 0.000000, -143.000000, 0.002872, 0.126355
384, 58, 365, 57, 0.990000, 1.000000, 0.029898, -0.029733, 0.179268, 0.000000, 0.000000, -0.948324, 0.317305, 0.000000, 0.000000, -143.000000, 0.002872, 0.126355
384, 58, 365, 57, 0.990000, 1.000000, 0.029898, -0.029733, 0.179268, 0.000000, 0.000000, -0.948324, 0.317305, 0.000000, 0.000000, -143.000000, 0.002872, 0.126355
384, 58, 365, 57, 0.990000, 1.000000, 0.029898, -0.029733, 0.179268, 0.000000, 0.000000, -0.948324, 0.317305, 0.000000, 0.000000, -143.000000, 0.002872, 0.126355
107, 138, 81, 138, 1.400000, 1.400000, -0.026682, -0.001944, 0.127394, 0.000000, 0.000000, -0.987688, 0.156434, 0.000000, 0.000000, -162.000000, 0.002438, 0.881422
107, 138, 81, 138, 1.400000, 1.400000, -0.026682, -0.001944, 0.127394, 0.000000, 0.000000, -0.987688, 0.156434, 0.000000, 0.000000, -162.000000, 0.002438, 0.881422
107, 138, 81, 138, 1.400000, 1.400000, -0.026682, -0.001944, 0.127394, 0.000000, 0.000000, -0.987688, 0.156434, 0.000000, 0.000000, -162.000000, 0.002438, 0.881422
107, 138, 81, 138, 1.400000, 1.400000, -0.026682, -0.001944, 0.127394, 0.000000, 0.000000, -0.987688, 0.156434, 0.000000, 0.000000, -162.000000, 0.002438, 0.881422
289, 124, 268, 123, 1.100000, 1.110000, 0.011909, -0.008830, 0.161761, 0.000000, 0.000000, 0.956305, 0.292372, 0.000000, 0.000000, 146.000000, 0.003234, 0.504152
289, 124, 268, 123, 1.100000, 1.110000, 0.011909, -0.008830, 0.161761, 0.000000, 0.000000, 0.956305, 0.292372, 0.000000, 0.000000, 146.000000, 0.003234, 0.504152
289, 124, 268, 123, 1.100000, 1.110000, 0.011909, -0.008830, 0.161761, 0.000000, 0.000000, 0.956305, 0.292372, 0.000000, 0.000000, 146.000000, 0.003234, 0.504152
289, 124, 268, 123, 1.100000, 1.110000, 0.011909, -0.008830, 0.161761, 0.000000, 0.000000, 0.956305, 0.292372, 0.000000, 0.000000, 146.000000, 0.003234, 0.504152
432, 159, 414, 159, 0.970000, 0.970000, 0.050652, -0.002845, 0.184014, 0.000000, 0.000000, 0.953717, 0.300706, 0.000000, 0.000000, 145.000000, 0.002690, 0.495856
432, 159, 414, 159, 0.970000, 0.970000, 0.050652, -0.002845, 0.184014, 0.000000, 0.000000, 0.953717, 0.300706, 0.000000, 0.000000, 145.000000, 0.002690, 0.495856
432, 159, 414, 159, 0.970000, 0.970000, 0.050652, -0.002845, 0.184014, 0.000000, 0.000000, 0.953717, 0.300706, 0.000000, 0.000000, 145.000000, 0.002690, 0.495856
432, 159, 414, 159, 0.970000, 0.970000, 0.050652, -0.002845, 0.184014, 0.000000, 0.000000, 0.953717, 0.300706, 0.000000, 0.000000, 145.000000, 0.002690, 0.495856
154, 117, 135, 116, 0.970000, 0.970000, -0.027489, -0.015562, 0.179221, 0.000000, 0.000000, 0.819152, 0.573576, 0.000000, 0.000000, 110.000000, 0.002741, 0.725487
154, 117, 135, 116, 0.970000, 0.970000, -0.027489, -0.015562, 0.179221, 0.000000, 0.000000, 0.819152, 0.573576, 0.000000, 0.000000, 110.000000, 0.002741, 0.725487
154, 117, 135, 116, 0.970000, 0.970000, -0.027489, -0.015562, 0.179221, 0.000000, 0.000000, 0.819152, 0.573576, 0.000000, 0.000000, 110.000000, 0.002741, 0.725487
154, 117, 135, 116, 0.970000, 0.970000, -0.027489, -0.015562, 0.179221, 0.000000, 0.000000, 0.819152, 0.573576, 0.000000, 0.000000, 110.000000, 0.002741, 0.725487
407, 170, 370, 168, 1.940000, 1.950000, 0.026267, 0.005020, 0.091204, 0.000000, 0.000000, -0.999657, 0.026177, 0.000000, 0.000000, -177.000000, 0.001398, 0.346223
407, 170, 370, 168, 1.940000, 1.950000, 0.026267, 0.005020, 0.091204, 0.000000, 0.000000, -0.999657, 0.026177, 0.000000, 0.000000, -177.000000, 0.001398, 0.346223
407, 170, 370, 168, 1.940000, 1.950000, 0.026267, 0.005020, 0.091204, 0.000000, 0.000000, -0.999657, 0.026177, 0.000000, 0.000000, -177.000000, 0.001398, 0.346223
407, 170, 370, 168, 1.940000, 1.950000, 0.026267, 0.005020, 0.091204, 0.000000, 0.000000, -0.999657, 0.026177, 0.000000, 0.000000, -177.000000, 0.001398, 0.346223
502, 152, 481, 152, 1.120000, 1.120000, 0.060883, -0.003461, 0.157726, 0.000000, 0.000000, 0.987688, 0.156434, 0.000000, 0.000000, 162.000000, 0.001569, 4.394094
502, 152, 481, 152, 1.120000, 1.120000, 0.060883, -0.003461, 0.157726, 0.000000, 0.000000, 0.987688, 0.156434, 0.000000, 0.000000, 162.000000, 0.001569, 4.394094
502, 152, 481, 152, 1.120000, 1.120000, 0.060883, -0.003461, 0.157726, 0.000000, 0.000000, 0.987688, 0.156434, 0.000000, 0.000000, 162.000000, 0.001569, 4.394094
502, 152, 481, 152, 1.120000, 1.120000, 0.060883, -0.003461, 0.157726, 0.000000, 0.000000, 0.987688, 0.156434, 0.000000, 0.000000, 162.000000, 0.001569, 4.394094
410, 92, 383, 92, 1.440000, 1.440000, 0.030930, -0.010729, 0.122676, 0.000000, 0.000000, -0.993572, 0.113203, 0.000000, 0.000000, -167.000000, 0.001728, 0.125047
410, 92, 383, 92, 1.440000, 1.440000, 0.030930, -0.010729, 0.122676, 0.000000, 0.000000, -0.993572, 0.113203, 0.000000, 0.000000, -167.000000, 0.001728, 0.125047
410, 92, 383, 92, 1.440000, 1.440000, 0.030930, -0.010729, 0.122676, 0.000000, 0.000000, -0.993572, 0.113203, 0.000000, 0.000000, -167.000000, 0.001728, 0.125047
410, 92, 383, 92, 1.440000, 1.440000, 0.030930, -0.010729, 0.122676, 0.000000, 0.000000, -0.993572, 0.113203, 0.000000, 0.000000, -167.000000, 0.001728, 0.125047
