0,0.005,0.005,0.177,0,0,-0.999574,0.0291972
1,0.0294521,-0.0280277,0.177,0,0,-0.947973,0.31835
2,-0.0262769,-0.000399999,0.125552,0,0,-0.986456,0.164027
3,0.0130668,-0.00752352,0.159038,0,0,-0.955009,-0.296576
4,0.0514608,-0.00166058,0.181738,0,0,-0.955009,-0.296576
5,-0.0264291,-0.0153283,0.181738,0,0,-0.822767,-0.568379
6,0.0266283,0.00626459,0.0906806,0,0,-0.999574,0.0291972
7,0.0618467,-0.00225945,0.157425,0,0,-0.992959,-0.118455
8,0.0310976,-0.00928779,0.121738,0,0,-0.993695,0.112119
9,-0.0091428,-0.0184856,0.144687,0,0,-0.717927,0.696118
